
-------------------------------------------------------------
-------------- Model input ----------------------------------
-------------------------------------------------------------

Model parameters:

+-------------+----------+
| Parameter   |    Value |
|-------------+----------|
| w [m]       |      0.3 |
| h [m]       |      0.1 |
| a [m]       |     0.05 |
| b [m]       |    0.025 |
| E [Pa]      | 2.08e+11 |
| v [-]       |      0.5 |
| t [-]       |     0.01 |
+-------------+----------+

Model boundary conditions:

+----------+----------------+
|   Marker |   Displacement |
|----------+----------------|
|       80 |              0 |
+----------+----------------+

Loads:

+----------+-----------+------------+
|   Marker |   qx[N/m] |   qy [N/m] |
|----------+-----------+------------|
|       50 |     1e+05 |          0 |
+----------+-----------+------------+

-------------------------------------------------------------
-------------- Results --------------------------------------
-------------------------------------------------------------

Model info:

+---------------------+------+
| Max element size:   | 0.05 |
| Dofs per node:      |    2 |
| Element type:       |    2 |
| Number of dofs:     |  406 |
| Number of elements: |  342 |
| Number of nodes:    |  203 |
+---------------------+------+

Summary of results:

+----------------------+-----------+------+
| Max displacement:    |  1.23e-05 | [m]  |
| Min displacement:    | -9.97e-07 | [m]  |
| Max reaction force:  |       528 | [N]  |
| Min reaction force:  | -1.36e+03 | [N]  |
| Sum reaction forces: |    -1e+04 | [N]  |
| Max vonMises:        |  1.86e+07 | [Pa] |
| Min vonMises:        |  6.01e+05 | [Pa] |
+----------------------+-----------+------+

Results per node:

+-----+-------+-------+-----------+------------+----------+-----------+-----------+-----------+
|   N |   dof |   dof |   x_coord |    y_coord |      a_x |       a_y |       R_x |       R_y |
|     |     x |     y |       [m] |        [m] |     [mm] |      [mm] |      [kN] |      [kN] |
|-----+-------+-------+-----------+------------+----------+-----------+-----------+-----------|
| 161 | 3e+02 | 3e+02 |    0.2613 |    0.01107 |   0.0111 |  0.000752 | -7.05e-15 | -3.64e-15 |
| 162 | 3e+02 | 3e+02 |    0.2393 |    0.04013 |   0.0103 |  0.000268 |  1.02e-15 | -5.68e-16 |
| 163 | 3e+02 | 3e+02 |    0.2751 |    0.05541 |   0.0115 |  1.13e-06 | -8.21e-15 | -7.05e-15 |
| 164 | 3e+02 | 3e+02 |    0.1941 |    0.01304 |  0.00918 |  0.000861 |  6.14e-15 | -2.73e-15 |
| 165 | 3e+02 | 3e+02 |   0.02488 |    0.05492 | 0.000645 | -5.87e-05 | -3.47e-15 | -5.12e-16 |
| 166 | 3e+02 | 3e+02 |    0.1168 |    0.03126 |  0.00412 |  0.000418 | -1.59e-14 | -7.73e-15 |
| 167 | 3e+02 | 3e+02 |    0.1992 |    0.07441 |  0.00889 | -0.000586 |  1.25e-14 |  4.49e-15 |
| 168 | 3e+02 | 3e+02 |   0.09146 |    0.06191 |  0.00309 | -0.000319 |  4.15e-15 | -1.56e-15 |
| 169 | 3e+02 | 3e+02 |    0.2141 |    0.09035 |  0.00965 | -0.000806 |  -2.5e-15 | -5.46e-15 |
| 170 | 3e+02 | 3e+02 |    0.2782 |    0.07143 |   0.0116 | -0.000264 | -3.18e-15 |  8.24e-15 |
| 171 | 3e+02 | 3e+02 |    0.1498 |    0.05675 |  0.00607 | -0.000144 | -1.39e-14 |  6.37e-15 |
| 172 | 3e+02 | 3e+02 |    0.1642 |    0.04483 |  0.00689 |  9.78e-05 |  1.78e-14 |  1.59e-15 |
| 173 | 3e+02 | 3e+02 |   0.02211 |    0.07165 | 0.000572 | -0.000228 | -2.84e-16 |  9.09e-16 |
| 174 | 3e+02 | 3e+02 |    0.1047 |    0.07562 |  0.00335 | -0.000638 |  2.84e-15 | -7.28e-15 |
| 175 | 3e+02 | 4e+02 |    0.2482 |    0.02933 |   0.0106 |  0.000466 |  3.29e-14 | -6.82e-16 |
| 176 | 4e+02 | 4e+02 |    0.0421 |     0.0293 |   0.0012 |  0.000347 |  4.15e-15 |  1.59e-15 |
| 177 | 4e+02 | 4e+02 |    0.1297 |    0.03343 |  0.00482 |   0.00025 |  7.96e-16 |  -2.5e-15 |
| 178 | 4e+02 | 4e+02 |   0.07788 |      0.078 |  0.00239 | -0.000638 | -3.13e-16 | -2.39e-15 |
| 179 | 4e+02 | 4e+02 |    0.2672 |    0.07752 |   0.0112 | -0.000386 | -2.99e-14 | -1.96e-14 |
| 180 | 4e+02 | 4e+02 |      0.23 |     0.0745 |  0.00999 | -0.000465 | -1.98e-14 |     5e-15 |
| 181 | 4e+02 | 4e+02 |    0.2453 |    0.09092 |   0.0105 | -0.000674 | -1.34e-14 | -3.18e-15 |
| 182 | 4e+02 | 4e+02 |    0.1754 |     0.0426 |  0.00746 |   0.00016 | -1.84e-14 | -9.21e-15 |
| 183 | 4e+02 | 4e+02 |    0.2789 |    0.04286 |   0.0116 |  0.000216 | -7.13e-14 |  -7.5e-15 |
| 184 | 4e+02 | 4e+02 |    0.2252 |    0.02428 |  0.00987 |  0.000625 |  1.18e-14 | -1.82e-15 |
| 185 | 4e+02 | 4e+02 |    0.2894 |     0.0898 |   0.0119 | -0.000544 |  5.46e-15 |  1.73e-14 |
| 186 | 4e+02 | 4e+02 |   0.01047 |    0.01015 | 0.000273 |  0.000232 | -3.41e-16 |  2.27e-16 |
| 187 | 4e+02 | 4e+02 |    0.2899 |    0.00991 |    0.012 |  0.000759 | -4.95e-14 | -1.14e-15 |
| 188 | 4e+02 | 4e+02 |   0.01057 |    0.08984 | 0.000277 | -0.000237 |  1.08e-15 |  1.99e-16 |
| 189 | 4e+02 | 4e+02 |   0.03906 |    0.09126 |  0.00118 | -0.000656 |         0 | -4.32e-15 |
| 190 | 4e+02 | 4e+02 |   0.06161 |     0.0626 |  0.00188 | -0.000266 |  5.68e-16 |  1.36e-15 |
| 191 | 4e+02 | 4e+02 |    0.0936 |    0.02324 |  0.00294 |  0.000682 | -3.41e-16 |  5.46e-15 |
| 192 | 4e+02 | 4e+02 |   0.02049 |    0.04169 | 0.000519 |  7.67e-05 |  6.54e-16 |  8.67e-16 |
| 193 | 4e+02 | 4e+02 |    0.1152 |   0.008922 |  0.00295 |   0.00068 | -5.91e-15 |  4.43e-15 |
| 194 | 4e+02 | 4e+02 |    0.1853 |     0.0912 |   0.0092 | -0.000652 |   1.8e-15 |  5.91e-15 |
| 195 | 4e+02 | 4e+02 |    0.1153 |    0.09102 |  0.00295 | -0.000666 | -4.77e-15 | -3.18e-15 |
| 196 | 4e+02 | 4e+02 |   0.02066 |    0.02857 | 0.000526 |  0.000216 |  1.93e-15 | -1.53e-15 |
| 197 | 4e+02 | 4e+02 |     0.141 |    0.04464 |  0.00556 |  0.000145 | -1.01e-14 |  9.15e-15 |
| 198 | 4e+02 | 4e+02 |    0.1835 |   0.007702 |  0.00927 |  0.000673 |  1.02e-15 |     5e-15 |
| 199 | 4e+02 | 4e+02 |    0.1861 |    0.04503 |  0.00795 |  0.000147 |  1.06e-14 |  6.82e-16 |
| 200 | 4e+02 | 4e+02 |    0.2576 |    0.07523 |   0.0109 | -0.000372 |  3.56e-14 | -1.23e-14 |
| 201 | 4e+02 | 4e+02 |    0.1834 |    0.01644 |  0.00881 |   0.00068 | -1.33e-14 |         0 |
| 202 | 4e+02 | 4e+02 |    0.1875 |    0.07163 |  0.00833 | -0.000472 |  2.33e-15 |         0 |
| 203 | 4e+02 | 4e+02 |    0.0525 |     0.0751 |  0.00156 | -0.000471 | -3.64e-15 |         0 |
+-----+-------+-------+-----------+------------+----------+-----------+-----------+-----------+

Results per element:

+------+-----+-----+-----+----------+----------+----------+---------+-----------+-----------+-----------+
|   El |   N |   N |   N |   sig_xx |   sig_yy |   tau_xy |   vMise |    eps_xx |    eps_yy |    eps_xy |
|   Nb |   1 |   2 |   3 |    [MPa] |    [MPa] |    [MPa] |   [MPa] |       [-] |       [-] |       [-] |
|------+-----+-----+-----+----------+----------+----------+---------+-----------+-----------+-----------|
|    1 | 125 |  81 | 158 |    6.669 |   -0.080 |   -0.101 |   6.711 |  3.23e-05 | -1.64e-05 | -1.46e-06 |
|    2 |  26 |  68 | 164 |    4.923 |   -0.119 |   -0.811 |   5.178 |  2.40e-05 | -1.24e-05 | -1.17e-05 |
|    3 |  68 | 127 | 164 |    4.798 |   -0.747 |   -1.918 |   6.181 |  2.49e-05 | -1.51e-05 | -2.77e-05 |
|    4 |  74 | 101 | 174 |    7.543 |   -0.476 |   -2.405 |   8.836 |  3.74e-05 | -2.04e-05 | -3.47e-05 |
|    5 |  81 | 125 | 161 |    6.592 |   -0.100 |   -0.123 |   6.646 |  3.19e-05 | -1.63e-05 | -1.78e-06 |
|    6 | 144 |  91 | 191 |    7.767 |   -0.914 |    1.134 |   8.493 |  3.95e-05 | -2.31e-05 |  1.64e-05 |
|    7 | 107 |  65 | 156 |    6.878 |   -0.530 |    0.570 |   7.225 |  3.43e-05 | -1.91e-05 |  8.22e-06 |
|    8 |  65 | 107 | 160 |    6.014 |   -0.352 |    0.361 |   6.229 |  2.98e-05 | -1.61e-05 |  5.21e-06 |
|    9 |  69 | 125 | 175 |    6.699 |   -0.294 |   -0.299 |   6.871 |  3.29e-05 | -1.75e-05 | -4.32e-06 |
|   10 |  72 | 107 | 176 |    6.824 |   -0.007 |    0.191 |   6.836 |  3.28e-05 | -1.64e-05 |  2.76e-06 |
|   11 | 128 |  82 | 173 |    6.689 |    0.528 |   -0.340 |   6.468 |  3.09e-05 | -1.35e-05 | -4.90e-06 |
|   12 | 125 |  69 | 161 |    6.445 |   -0.179 |   -0.226 |   6.547 |  3.14e-05 | -1.64e-05 | -3.26e-06 |
|   13 |  74 |  10 | 101 |    9.952 |    1.024 |   -1.703 |   9.930 |  4.54e-05 | -1.90e-05 | -2.46e-05 |
|   14 | 107 |  72 | 160 |    6.451 |   -0.136 |    0.308 |   6.541 |  3.13e-05 | -1.62e-05 |  4.44e-06 |
|   15 | 137 | 166 | 177 |   11.289 |    1.274 |    0.661 |  10.770 |  5.12e-05 | -2.10e-05 |  9.53e-06 |
|   16 | 166 |   3 | 177 |   11.195 |    3.028 |    2.484 |  10.913 |  4.65e-05 | -1.24e-05 |  3.58e-05 |
|   17 |  89 | 112 | 199 |   10.275 |   -0.487 |   -0.487 |  10.561 |  5.06e-05 | -2.70e-05 | -7.02e-06 |
|   18 | 126 |  65 | 142 |    5.553 |   -0.787 |    1.056 |   6.258 |  2.86e-05 | -1.71e-05 |  1.52e-05 |
|   19 |  86 |  74 | 174 |   10.267 |    0.365 |   -1.489 |  10.414 |  4.85e-05 | -2.29e-05 | -2.15e-05 |
|   20 |  91 | 126 | 191 |    6.728 |   -1.413 |    1.200 |   7.816 |  3.57e-05 | -2.30e-05 |  1.73e-05 |
|   21 | 112 |  89 | 132 |    8.564 |   -1.198 |   -0.466 |   9.257 |  4.41e-05 | -2.63e-05 | -6.72e-06 |
|   22 |  65 | 126 | 156 |    7.203 |   -0.339 |    0.738 |   7.488 |  3.54e-05 | -1.89e-05 |  1.06e-05 |
|   23 | 119 | 134 | 162 |    7.586 |   -0.467 |   -0.467 |   7.872 |  3.76e-05 | -2.05e-05 | -6.74e-06 |
|   24 | 109 | 128 | 173 |    6.686 |    0.287 |   -0.389 |   6.582 |  3.15e-05 | -1.47e-05 | -5.61e-06 |
|   25 | 134 | 119 | 184 |    6.553 |   -1.101 |   -0.778 |   7.293 |  3.42e-05 | -2.10e-05 | -1.12e-05 |
|   26 |  90 |  91 | 144 |    8.688 |   -1.054 |    1.310 |   9.534 |  4.43e-05 | -2.60e-05 |  1.89e-05 |
|   27 | 130 |  85 | 167 |    6.819 |   -0.223 |    1.995 |   7.747 |  3.33e-05 | -1.75e-05 |  2.88e-05 |
|   28 | 163 | 149 | 170 |    6.673 |   -0.146 |    0.046 |   6.748 |  3.24e-05 | -1.67e-05 |  6.61e-07 |
|   29 |  89 | 127 | 132 |    9.419 |   -0.647 |   -1.297 |  10.013 |  4.68e-05 | -2.58e-05 | -1.87e-05 |
|   30 | 146 | 104 | 168 |    7.557 |   -1.499 |   -1.217 |   8.667 |  3.99e-05 | -2.54e-05 | -1.75e-05 |
|   31 |  85 | 130 | 169 |    4.816 |   -0.679 |    1.122 |   5.541 |  2.48e-05 | -1.48e-05 |  1.62e-05 |
|   32 | 105 | 106 | 172 |   11.137 |    1.988 |   -0.036 |  10.288 |  4.88e-05 | -1.72e-05 | -5.26e-07 |
|   33 | 104 | 146 | 178 |    7.002 |   -0.732 |   -0.863 |   7.545 |  3.54e-05 | -2.04e-05 | -1.25e-05 |
|   34 | 105 | 172 | 182 |   11.422 |    2.021 |   -0.124 |  10.560 |  5.01e-05 | -1.77e-05 | -1.79e-06 |
|   35 | 150 | 165 | 173 |    6.284 |    0.826 |   -0.400 |   5.955 |  2.82e-05 | -1.11e-05 | -5.78e-06 |
|   36 | 132 | 127 | 152 |    7.057 |   -1.470 |   -1.262 |   8.193 |  3.75e-05 | -2.40e-05 | -1.82e-05 |
|   37 | 105 | 182 | 199 |   10.617 |    1.624 |   -0.081 |   9.907 |  4.71e-05 | -1.77e-05 | -1.17e-06 |
|   38 | 112 | 110 | 199 |    9.636 |    0.087 |    0.070 |   9.594 |  4.61e-05 | -2.27e-05 |  1.01e-06 |
|   39 | 124 | 163 | 170 |    6.717 |   -0.153 |    0.093 |   6.797 |  3.27e-05 | -1.69e-05 |  1.34e-06 |
|   40 | 131 | 137 | 177 |   11.241 |    2.509 |    0.817 |  10.317 |  4.80e-05 | -1.50e-05 |  1.18e-05 |
|   41 | 110 | 105 | 199 |   10.713 |    0.672 |   -0.064 |  10.394 |  4.99e-05 | -2.25e-05 | -9.22e-07 |
|   42 | 127 |  68 | 152 |    7.710 |   -0.257 |   -1.401 |   8.209 |  3.77e-05 | -1.98e-05 | -2.02e-05 |
|   43 |  25 |  26 | 164 |    1.869 |    0.516 |   -1.091 |   2.523 |  7.74e-06 | -2.01e-06 | -1.57e-05 |
|   44 |  63 | 149 | 163 |    6.737 |   -0.082 |    0.023 |   6.778 |  3.26e-05 | -1.66e-05 |  3.25e-07 |
|   45 | 165 | 109 | 173 |    6.976 |    1.184 |   -0.347 |   6.494 |  3.07e-05 | -1.11e-05 | -5.01e-06 |
|   46 | 167 | 151 | 202 |    7.620 |   -0.510 |    2.611 |   9.092 |  3.79e-05 | -2.08e-05 |  3.77e-05 |
|   47 |  18 |  19 |  78 |    1.772 |    0.250 |    0.763 |   2.122 |  7.92e-06 | -3.06e-06 |  1.10e-05 |
|   48 | 150 |  64 | 165 |    6.883 |    2.173 |   -0.197 |   6.104 |  2.79e-05 | -6.10e-06 | -2.84e-06 |
|   49 | 135 |  70 | 136 |    5.991 |   -0.501 |   -0.509 |   6.319 |  3.00e-05 | -1.68e-05 | -7.34e-06 |
|   50 | 133 |  69 | 134 |    6.204 |   -0.428 |   -0.580 |   6.507 |  3.09e-05 | -1.70e-05 | -8.37e-06 |
|   51 |  53 |  70 | 135 |    6.235 |    0.088 |   -0.222 |   6.204 |  2.98e-05 | -1.46e-05 | -3.20e-06 |
|   52 |  28 |  69 | 133 |    6.351 |    0.060 |   -0.324 |   6.346 |  3.04e-05 | -1.50e-05 | -4.68e-06 |
|   53 |  65 |  17 | 142 |    5.869 |    0.102 |    0.488 |   5.880 |  2.80e-05 | -1.36e-05 |  7.04e-06 |
|   54 |  85 | 151 | 167 |    5.651 |   -0.820 |    1.661 |   6.747 |  2.91e-05 | -1.75e-05 |  2.40e-05 |
|   55 |  43 |  44 |  85 |    1.885 |    0.171 |    0.739 |   2.213 |  8.65e-06 | -3.71e-06 |  1.07e-05 |
|   56 |  82 | 128 | 189 |    6.636 |    0.100 |   -0.302 |   6.608 |  3.17e-05 | -1.55e-05 | -4.36e-06 |
|   57 | 129 |  71 | 181 |    6.482 |   -0.091 |    0.304 |   6.549 |  3.14e-05 | -1.60e-05 |  4.38e-06 |
|   58 |  67 |  52 | 135 |    5.751 |    0.167 |   -0.522 |   5.741 |  2.72e-05 | -1.30e-05 | -7.53e-06 |
|   59 |  68 |  27 | 133 |    6.053 |    0.165 |   -0.670 |   6.084 |  2.87e-05 | -1.38e-05 | -9.66e-06 |
|   60 |  51 |  52 |  67 |    3.703 |   -0.574 |   -0.715 |   4.208 |  1.92e-05 | -1.17e-05 | -1.03e-05 |
|   61 |  26 |  27 |  68 |    3.941 |   -0.457 |   -0.765 |   4.393 |  2.00e-05 | -1.17e-05 | -1.10e-05 |
|   62 |  73 |  83 | 103 |   11.359 |    2.661 |   -0.801 |  10.383 |  4.82e-05 | -1.45e-05 | -1.16e-05 |
|   63 |  28 |  29 |  69 |    6.136 |   -0.179 |   -0.232 |   6.241 |  2.99e-05 | -1.56e-05 | -3.35e-06 |
|   64 |  53 |  54 |  70 |    5.655 |   -0.159 |   -0.144 |   5.742 |  2.76e-05 | -1.44e-05 | -2.08e-06 |
|   65 |  30 |  31 |  81 |    6.630 |   -0.033 |   -0.032 |   6.647 |  3.20e-05 | -1.61e-05 | -4.57e-07 |
|   66 |  55 |  56 |  82 |    6.142 |    0.257 |   -0.197 |   6.027 |  2.89e-05 | -1.35e-05 | -2.84e-06 |
|   67 | 106 | 140 | 172 |   13.172 |    2.700 |   -0.085 |  12.052 |  5.68e-05 | -1.87e-05 | -1.22e-06 |
|   68 |  18 |  78 | 142 |    5.035 |    0.127 |    0.876 |   5.199 |  2.39e-05 | -1.15e-05 |  1.26e-05 |
|   69 | 130 |  66 | 169 |    5.883 |   -0.134 |    1.196 |   6.301 |  2.86e-05 | -1.48e-05 |  1.73e-05 |
|   70 | 140 | 106 | 171 |   12.845 |    1.511 |    0.063 |  12.160 |  5.81e-05 | -2.36e-05 |  9.13e-07 |
|   71 |  52 |  53 | 135 |    5.023 |   -0.359 |   -0.339 |   5.244 |  2.50e-05 | -1.38e-05 | -4.88e-06 |
|   72 |  27 |  28 | 133 |    5.313 |   -0.417 |   -0.460 |   5.590 |  2.65e-05 | -1.48e-05 | -6.64e-06 |
|   73 | 120 | 118 | 121 |    7.016 |   -0.380 |    0.137 |   7.218 |  3.46e-05 | -1.87e-05 |  1.98e-06 |
|   74 |  39 |  40 |  71 |    6.509 |   -0.047 |    0.078 |   6.534 |  3.14e-05 | -1.59e-05 |  1.12e-06 |
|   75 |  14 |  15 |  72 |    5.891 |   -0.004 |    0.065 |   5.894 |  2.83e-05 | -1.42e-05 |  9.38e-07 |
|   76 |  50 |  51 | 145 |    1.751 |    0.287 |   -0.771 |   2.104 |  7.73e-06 | -2.83e-06 | -1.11e-05 |
|   77 | 105 |  75 | 106 |   11.964 |    3.038 |    0.956 |  10.898 |  5.02e-05 | -1.42e-05 |  1.38e-05 |
|   78 |  97 |  98 | 102 |    7.107 |    0.180 |    0.175 |   7.025 |  3.37e-05 | -1.62e-05 |  2.53e-06 |
|   79 | 120 | 121 | 124 |    6.773 |   -0.366 |    0.155 |   6.968 |  3.34e-05 | -1.80e-05 |  2.24e-06 |
|   80 | 128 |  70 | 189 |    6.276 |   -0.063 |   -0.087 |   6.310 |  3.03e-05 | -1.54e-05 | -1.25e-06 |
|   81 |  73 | 103 | 138 |   13.633 |    2.271 |   -1.023 |  12.775 |  6.01e-05 | -2.19e-05 | -1.48e-05 |
|   82 | 103 | 140 | 171 |   12.713 |    1.435 |   -0.131 |  12.062 |  5.77e-05 | -2.37e-05 | -1.89e-06 |
|   83 | 106 |  75 | 141 |   13.646 |    2.182 |    0.980 |  12.810 |  6.04e-05 | -2.23e-05 |  1.41e-05 |
|   84 | 145 |  67 | 146 |    4.796 |   -0.856 |   -1.402 |   5.808 |  2.51e-05 | -1.56e-05 | -2.02e-05 |
|   85 |  97 |  96 |  98 |    7.183 |   -0.209 |   -0.006 |   7.290 |  3.50e-05 | -1.83e-05 | -8.77e-08 |
|   86 | 121 | 118 | 122 |    7.006 |   -0.410 |   -0.031 |   7.220 |  3.47e-05 | -1.88e-05 | -4.47e-07 |
|   87 |  98 |  96 | 108 |    7.203 |   -0.134 |   -0.096 |   7.273 |  3.50e-05 | -1.80e-05 | -1.39e-06 |
|   88 | 103 |  83 | 131 |   11.478 |    2.722 |    0.207 |  10.394 |  4.86e-05 | -1.45e-05 |  2.99e-06 |
|   89 | 108 | 190 | 203 |    7.240 |   -0.200 |   -0.228 |   7.352 |  3.53e-05 | -1.84e-05 | -3.29e-06 |
|   90 | 121 | 122 | 123 |    6.778 |   -0.396 |   -0.071 |   6.985 |  3.35e-05 | -1.82e-05 | -1.02e-06 |
|   91 |  47 |  48 | 138 |   14.975 |    1.334 |   -0.649 |  14.398 |  6.88e-05 | -2.96e-05 | -9.35e-06 |
|   92 |  48 |  73 | 138 |   12.232 |   -0.619 |   -1.326 |  12.762 |  6.03e-05 | -3.24e-05 | -1.91e-05 |
|   93 |  98 | 108 | 109 |    7.022 |    0.177 |   -0.252 |   6.949 |  3.33e-05 | -1.60e-05 | -3.63e-06 |
|   94 |  47 | 138 | 141 |   12.875 |   -0.392 |   -0.023 |  13.076 |  6.28e-05 | -3.28e-05 | -3.30e-07 |
|   95 |  21 |  22 |  77 |   14.628 |    1.451 |    0.545 |  13.991 |  6.68e-05 | -2.82e-05 |  7.86e-06 |
|   96 |  23 |  79 | 139 |   12.396 |   -0.598 |   -1.291 |  12.901 |  6.10e-05 | -3.27e-05 | -1.86e-05 |
|   97 |   9 |  46 |  75 |   18.210 |    3.471 |    2.696 |  17.385 |  7.92e-05 | -2.71e-05 |  3.89e-05 |
|   98 |  23 |   4 |  79 |   18.221 |    3.409 |   -2.659 |  17.399 |  7.94e-05 | -2.74e-05 | -3.84e-05 |
|   99 |  22 |  23 | 139 |   14.947 |    1.300 |   -0.625 |  14.382 |  6.87e-05 | -2.97e-05 | -9.02e-06 |
|  100 |  77 |  22 | 139 |   12.758 |   -0.275 |   -0.078 |  12.898 |  6.20e-05 | -3.20e-05 | -1.12e-06 |
|  101 |  16 |  17 |  65 |    5.064 |   -0.304 |    0.370 |   5.262 |  2.51e-05 | -1.36e-05 |  5.34e-06 |
|  102 |  77 | 139 | 140 |   13.852 |    1.894 |    0.013 |  13.008 |  6.20e-05 | -2.42e-05 |  1.84e-07 |
|  103 |  41 |  42 |  66 |    5.398 |   -0.163 |    0.369 |   5.518 |  2.63e-05 | -1.38e-05 |  5.32e-06 |
|  104 |  48 |  10 |  73 |   18.301 |    3.474 |   -2.710 |  17.478 |  7.96e-05 | -2.73e-05 | -3.91e-05 |
|  105 |  46 |  47 | 141 |   15.003 |    1.360 |    0.611 |  14.410 |  6.89e-05 | -2.95e-05 |  8.81e-06 |
|  106 |  75 |  46 | 141 |   12.327 |   -0.607 |    1.301 |  12.840 |  6.07e-05 | -3.25e-05 |  1.88e-05 |
|  107 |  66 | 129 | 181 |    6.122 |   -0.283 |    0.417 |   6.310 |  3.01e-05 | -1.61e-05 |  6.01e-06 |
|  108 | 117 | 118 | 120 |    6.860 |   -0.643 |    0.252 |   7.217 |  3.45e-05 | -1.96e-05 |  3.63e-06 |
|  109 | 117 | 116 | 118 |    7.382 |   -0.612 |    0.238 |   7.717 |  3.70e-05 | -2.07e-05 |  3.43e-06 |
|  110 |  51 |  67 | 145 |    5.323 |    0.110 |   -0.920 |   5.505 |  2.53e-05 | -1.23e-05 | -1.33e-05 |
|  111 |  71 | 129 | 200 |    6.581 |   -0.158 |    0.254 |   6.676 |  3.20e-05 | -1.66e-05 |  3.67e-06 |
|  112 |  95 |  96 |  97 |    7.237 |   -0.492 |    0.134 |   7.499 |  3.60e-05 | -1.98e-05 |  1.93e-06 |
|  113 | 123 | 122 | 125 |    6.879 |   -0.208 |   -0.141 |   6.989 |  3.36e-05 | -1.75e-05 | -2.03e-06 |
|  114 | 109 | 108 | 128 |    7.000 |    0.121 |   -0.170 |   6.946 |  3.34e-05 | -1.62e-05 | -2.45e-06 |
|  115 |  95 |  97 | 107 |    7.299 |   -0.381 |    0.239 |   7.508 |  3.60e-05 | -1.94e-05 |  3.45e-06 |
|  116 | 114 | 112 | 132 |    9.157 |   -0.966 |   -0.373 |   9.698 |  4.63e-05 | -2.67e-05 | -5.38e-06 |
|  117 | 119 | 114 | 132 |    8.027 |   -1.340 |   -0.321 |   8.792 |  4.18e-05 | -2.57e-05 | -4.64e-06 |
|  118 |  95 |  94 |  96 |    7.544 |   -0.677 |    0.034 |   7.904 |  3.79e-05 | -2.14e-05 |  4.85e-07 |
|  119 |  69 |  29 | 161 |    6.599 |    0.067 |   -0.174 |   6.573 |  3.16e-05 | -1.55e-05 | -2.51e-06 |
|  120 |  30 |  81 | 161 |    6.619 |    0.021 |   -0.059 |   6.609 |  3.18e-05 | -1.58e-05 | -8.48e-07 |
|  121 |  77 | 131 | 177 |   14.063 |    3.029 |    1.648 |  13.134 |  6.03e-05 | -1.92e-05 |  2.38e-05 |
|  122 |  33 |  34 | 148 |    6.672 |   -0.043 |   -0.016 |   6.693 |  3.22e-05 | -1.62e-05 | -2.25e-07 |
|  123 | 116 | 114 | 119 |    8.013 |   -0.936 |   -0.147 |   8.523 |  4.08e-05 | -2.38e-05 | -2.12e-06 |
|  124 |  17 |  18 | 142 |    3.703 |   -0.511 |    0.702 |   4.165 |  1.90e-05 | -1.14e-05 |  1.01e-05 |
|  125 |  94 |  92 | 104 |    8.056 |   -1.110 |   -0.322 |   8.682 |  4.14e-05 | -2.47e-05 | -4.65e-06 |
|  126 |  38 |  39 | 153 |    6.642 |   -0.045 |    0.030 |   6.664 |  3.20e-05 | -1.62e-05 |  4.29e-07 |
|  127 |  13 |  14 | 154 |    6.090 |    0.207 |    0.231 |   6.002 |  2.88e-05 | -1.36e-05 |  3.33e-06 |
|  128 |  58 |  59 | 150 |    6.554 |    3.277 |   -0.458 |   5.731 |  2.36e-05 |  0.00e+00 | -6.61e-06 |
|  129 | 117 | 120 | 129 |    7.016 |   -0.311 |    0.386 |   7.208 |  3.45e-05 | -1.84e-05 |  5.56e-06 |
|  130 |  72 |  15 | 160 |    6.273 |    0.084 |    0.023 |   6.231 |  3.00e-05 | -1.47e-05 |  3.28e-07 |
|  131 |  36 |  37 |  99 |    6.658 |   -0.009 |    0.012 |   6.663 |  3.20e-05 | -1.60e-05 |  1.68e-07 |
|  132 |  61 |  62 | 100 |    6.714 |    3.357 |    0.952 |   6.044 |  2.42e-05 |  0.00e+00 |  1.37e-05 |
|  133 |  35 |  36 | 149 |    6.677 |   -0.048 |    0.014 |   6.701 |  3.22e-05 | -1.63e-05 |  2.01e-07 |
|  134 |  60 |  61 | 147 |    6.578 |    3.289 |    0.475 |   5.756 |  2.37e-05 |  0.00e+00 |  6.85e-06 |
|  135 |  34 |  35 |  63 |    6.697 |   -0.073 |   -0.001 |   6.734 |  3.24e-05 | -1.64e-05 | -1.11e-08 |
|  136 |  59 |  60 |  64 |    6.657 |    3.329 |    0.026 |   5.766 |  2.40e-05 |  0.00e+00 |  3.76e-07 |
|  137 |  76 |  75 | 105 |   10.770 |    1.634 |    0.391 |  10.076 |  4.79e-05 | -1.80e-05 |  5.64e-06 |
|  138 | 129 |  66 | 180 |    6.562 |   -0.460 |    0.672 |   6.903 |  3.27e-05 | -1.80e-05 |  9.69e-06 |
|  139 |  73 |  74 |  83 |   11.251 |    1.764 |   -0.422 |  10.506 |  4.98e-05 | -1.86e-05 | -6.09e-06 |
|  140 | 190 | 136 | 203 |    6.581 |   -0.861 |   -0.459 |   7.096 |  3.37e-05 | -2.00e-05 | -6.62e-06 |
|  141 |  93 |  94 |  95 |    7.499 |   -1.072 |    0.203 |   8.096 |  3.86e-05 | -2.32e-05 |  2.93e-06 |
|  142 |  79 |   4 |  80 |   11.708 |    3.086 |   -2.188 |  11.173 |  4.89e-05 | -1.33e-05 | -3.16e-05 |
|  143 |  91 |  93 | 126 |    8.464 |   -0.703 |    0.855 |   8.960 |  4.24e-05 | -2.37e-05 |  1.23e-05 |
|  144 |   9 |  75 |  76 |   11.788 |    3.222 |    2.195 |  11.217 |  4.89e-05 | -1.28e-05 |  3.17e-05 |
