
    -------------------------------------------------------------
    -------------- Model input ----------------------------------
    -------------------------------------------------------------

    Model parameters:

    +---------------+---------+
    | Parameter     |   Value |
    |---------------+---------|
    | w [m]         |     100 |
    | h [m]         |      10 |
    | d [m]         |       5 |
    | t [m]         |     0.5 |
    | thickness [m] |       1 |
    | kx [m/day]    |      20 |
    | ky [m/day]    |      20 |
    +---------------+---------+

    Model boundary conditions:

    +----------+--------------------+
    |   Marker |   Piezometric head |
    |----------+--------------------|
    |       10 |                 10 |
    |       20 |                  0 |
    +----------+--------------------+

    -------------------------------------------------------------
    -------------- Results --------------------------------------
    -------------------------------------------------------------

    Model info:

    +---------------------+-----+
    | Max element size:   |   2 |
    | Dofs per node:      |   1 |
    | Element type:       |   3 |
    | Number of dofs:     | 422 |
    | Number of elements: | 359 |
    | Number of nodes:    | 422 |
    +---------------------+-----+

    Summary of results:

    +------------------------+---------+---------+
    | Max piezometric head:  |  10.000 | [m]     |
    | Min piezometric head:  |   0.000 | [m]     |
    | Max boundary flow:     |  18.314 | [m/day] |
    | Min boundary flow:     | -18.443 | [m/day] |
    | Sum boundary flow:     |  -0.000 | [m/day] |
    | Max resulting gw flow: |  32.534 | [m/day] |
    | Min resulting gw flow: |   0.002 | [m/day] |
    +------------------------+---------+---------+

    Results per node:

    +-----+-------+-----------+------------+--------+-----------+
    |   N |   dof |   x_coord |    y_coord |   P.h. |      q BC |
    |     |       |       [m] |        [m] |    [m] |   [m/day] |
    |-----+-------+-----------+------------+--------+-----------|
    | 288 |   288 |      92.0 |        6.7 |  0.004 |    -0.000 |
    | 289 |   289 |      93.1 |        3.4 |  0.005 |     0.000 |
    | 290 |   290 |      95.0 |        3.5 |  0.004 |    -0.000 |
    | 291 |   291 |      94.5 |        5.2 |  0.004 |    -0.000 |
    | 292 |   292 |      88.0 |        6.7 |  0.006 |    -0.000 |
    | 293 |   293 |      89.5 |        1.7 |  0.010 |     0.000 |
    | 294 |   294 |      36.9 |        1.6 |  9.322 |     0.000 |
    | 295 |   295 |      33.9 |        1.7 |  9.586 |     0.000 |
    | 296 |   296 |      32.0 |        3.4 |  9.727 |     0.000 |
    | 297 |   297 |      30.0 |        3.4 |  9.809 |     0.000 |
    | 298 |   298 |      30.0 |        5.1 |  9.839 |     0.000 |
    | 299 |   299 |      28.0 |        5.1 |  9.888 |    -0.000 |
    | 300 |   300 |      31.9 |        5.0 |  9.789 |     0.000 |
    | 301 |   301 |      31.7 |        6.7 |  9.852 |     0.000 |
    | 302 |   302 |      28.0 |        3.4 |  9.855 |     0.000 |
    | 303 |   303 |      26.0 |        5.1 |  9.914 |    -0.000 |
    | 304 |   304 |      27.8 |        6.7 |  9.920 |     0.000 |
    | 305 |   305 |      33.8 |        3.3 |  9.647 |     0.000 |
    | 306 |   306 |      15.4 |        1.7 |  9.979 |    -0.000 |
    | 307 |   307 |      17.1 |        3.4 |  9.976 |    -0.000 |
    | 308 |   308 |      19.0 |        3.4 |  9.965 |     0.000 |
    | 309 |   309 |      17.2 |        5.1 |  9.979 |    -0.000 |
    | 310 |   310 |      19.1 |        5.0 |  9.972 |    -0.000 |
    | 311 |   311 |      15.2 |        5.3 |  9.986 |    -0.000 |
    | 312 |   312 |      15.5 |        6.9 |  9.989 |    -0.000 |
    | 313 |   313 |      20.4 |        3.5 |  9.960 |     0.000 |
    | 314 |   314 |      20.8 |        4.6 |  9.959 |     0.000 |
    | 315 |   315 |      19.4 |        6.6 |  9.979 |     0.000 |
    | 316 |   316 |      67.4 |        1.7 |  0.324 |     0.000 |
    | 317 |   317 |      15.2 |        3.5 |  9.981 |    -0.000 |
    | 318 |   318 |      60.4 |        8.5 |  0.248 |    -0.000 |
    | 319 |   319 |      24.0 |        1.9 |  9.921 |     0.000 |
    | 320 |   320 |      22.4 |        4.0 |  9.947 |     0.000 |
    | 321 |   321 |      22.9 |        5.1 |  9.948 |     0.000 |
    | 322 |   322 |      24.1 |        3.6 |  9.923 |     0.000 |
    | 323 |   323 |      24.2 |        5.1 |  9.940 |    -0.000 |
    | 324 |   324 |      23.9 |        6.7 |  9.956 |    -0.000 |
    | 325 |   325 |      26.0 |        1.8 |  9.882 |     0.000 |
    | 326 |   326 |      30.0 |        1.7 |  9.778 |     0.000 |
    | 327 |   327 |      19.4 |        1.8 |  9.961 |     0.000 |
    | 328 |   328 |      11.4 |        1.7 |  9.989 |     0.000 |
    | 329 |   329 |      26.0 |        3.5 |  9.900 |     0.000 |
    | 330 |   330 |      64.1 |        8.4 |  0.144 |    -0.000 |
    | 331 |   331 |      64.4 |        6.8 |  0.267 |    -0.000 |
    | 332 |   332 |      35.0 |        8.3 |  9.871 |     0.000 |
    | 333 |   333 |      57.8 |        3.2 |  1.365 |     0.000 |
    | 334 |   334 |      97.2 |        2.2 |  0.004 |    -0.000 |
    | 335 |   335 |       3.6 |        1.6 |  9.996 |     0.000 |
    | 336 |   336 |      39.5 |        4.3 |  9.221 |    -0.000 |
    | 337 |   337 |      98.4 |        4.3 |  0.003 |    -0.000 |
    | 338 |   338 |      96.3 |        5.4 |  0.003 |     0.000 |
    | 339 |   339 |       1.5 |        4.8 |  9.997 |    -0.000 |
    | 340 |   340 |      33.5 |        6.6 |  9.806 |    -0.000 |
    | 341 |   341 |      43.9 |        3.2 |  8.225 |     0.000 |
    | 342 |   342 |      63.5 |        1.6 |  0.607 |    -0.000 |
    | 343 |   343 |       5.2 |        8.4 |  9.999 |    -0.000 |
    | 344 |   344 |      35.6 |        3.2 |  9.508 |    -0.000 |
    | 345 |   345 |      93.8 |        6.8 |  0.003 |    -0.000 |
    | 346 |   346 |      98.5 |        7.4 |  0.001 |     0.000 |
    | 347 |   347 |       1.5 |        7.4 |  9.999 |    -0.000 |
    | 348 |   348 |      51.8 |        5.2 |  2.928 |     0.000 |
    | 349 |   349 |       6.9 |        6.7 |  9.997 |    -0.000 |
    | 350 |   350 |      50.5 |        1.6 |  4.696 |     0.000 |
    | 351 |   351 |      62.5 |        6.8 |  0.365 |     0.000 |
    | 352 |   352 |      49.4 |        1.4 |  5.373 |    -0.000 |
    | 353 |   353 |      77.5 |        1.8 |  0.067 |    -0.000 |
    | 354 |   354 |      55.6 |        3.6 |  1.867 |     0.000 |
    | 355 |   355 |      91.2 |        8.4 |  0.002 |     0.000 |
    | 356 |   356 |      57.8 |        1.6 |  1.516 |     0.000 |
    | 357 |   357 |      51.3 |        6.7 |  2.055 |     0.000 |
    | 358 |   358 |       9.1 |        8.4 |  9.998 |     0.000 |
    | 359 |   359 |      90.0 |        6.7 |  0.005 |     0.000 |
    | 360 |   360 |      10.6 |        6.8 |  9.995 |     0.000 |
    | 361 |   361 |      13.9 |        7.4 |  9.993 |    -0.000 |
    | 362 |   362 |      12.4 |        8.0 |  9.995 |    -0.000 |
    | 363 |   363 |      87.3 |        8.4 |  0.004 |     0.000 |
    | 364 |   364 |      31.2 |        8.3 |  9.932 |     0.000 |
    | 365 |   365 |      29.7 |        6.7 |  9.896 |    -0.000 |
    | 366 |   366 |      52.4 |        1.9 |  3.528 |    -0.000 |
    | 367 |   367 |      25.8 |        6.7 |  9.945 |     0.000 |
    | 368 |   368 |      15.6 |        8.5 |  9.995 |    -0.000 |
    | 369 |   369 |      27.3 |        8.4 |  9.963 |     0.000 |
    | 370 |   370 |      17.4 |        6.8 |  9.986 |    -0.000 |
    | 371 |   371 |      86.0 |        6.8 |  0.009 |     0.000 |
    | 372 |   372 |      60.7 |        7.0 |  0.448 |    -0.000 |
    | 373 |   373 |      19.4 |        8.3 |  9.989 |     0.000 |
    | 374 |   374 |      21.7 |        6.2 |  9.967 |    -0.000 |
    | 375 |   375 |      83.4 |        8.4 |  0.007 |     0.000 |
    | 376 |   376 |      53.8 |        3.1 |  2.552 |     0.000 |
    | 377 |   377 |      65.0 |        3.4 |  0.428 |     0.000 |
    | 378 |   378 |      82.0 |        6.8 |  0.016 |     0.000 |
    | 379 |   379 |      48.8 |        6.7 |  7.927 |     0.000 |
    | 380 |   380 |      23.4 |        8.3 |  9.980 |    -0.000 |
    | 381 |   381 |      79.6 |        8.4 |  0.012 |     0.000 |
    | 382 |   382 |      45.3 |        6.9 |  8.779 |     0.000 |
    | 383 |   383 |      59.7 |        1.5 |  1.112 |    -0.000 |
    | 384 |   384 |      51.2 |        5.1 |  3.100 |    -0.000 |
    | 385 |   385 |      59.5 |        7.1 |  0.545 |    -0.000 |
    | 386 |   386 |      78.1 |        6.8 |  0.030 |    -0.000 |
    | 387 |   387 |      42.3 |        6.8 |  9.212 |     0.000 |
    | 388 |   388 |      75.7 |        8.4 |  0.022 |    -0.000 |
    | 389 |   389 |      74.2 |        6.9 |  0.055 |    -0.000 |
    | 390 |   390 |      71.8 |        8.4 |  0.041 |     0.000 |
    | 391 |   391 |       2.8 |        6.7 |  9.998 |     0.000 |
    | 392 |   392 |      47.9 |        1.4 |  6.332 |     0.000 |
    | 393 |   393 |      70.3 |        6.8 |  0.103 |    -0.000 |
    | 394 |   394 |      57.5 |        6.7 |  0.805 |     0.000 |
    | 395 |   395 |      40.5 |        1.9 |  8.892 |    -0.000 |
    | 396 |   396 |      48.2 |        6.2 |  7.975 |    -0.000 |
    | 397 |   397 |      45.0 |        3.0 |  7.759 |    -0.000 |
    | 398 |   398 |      52.0 |        6.0 |  2.107 |     0.000 |
    | 399 |   399 |       3.3 |        3.3 |  9.996 |     0.000 |
    | 400 |   400 |      96.7 |        3.8 |  0.004 |    -0.000 |
    | 401 |   401 |      67.9 |        8.4 |  0.077 |    -0.000 |
    | 402 |   402 |      35.4 |        6.6 |  9.724 |    -0.000 |
    | 403 |   403 |      50.2 |        2.9 |  4.910 |    -0.000 |
    | 404 |   404 |      38.7 |        8.3 |  9.772 |     0.000 |
    | 405 |   405 |      52.5 |        8.7 |  0.700 |    -0.000 |
    | 406 |   406 |      56.0 |        7.2 |  0.872 |    -0.000 |
    | 407 |   407 |      61.3 |        3.0 |  0.792 |     0.000 |
    | 408 |   408 |      49.2 |        4.8 |  6.390 |    -0.000 |
    | 409 |   409 |      37.2 |        2.8 |  9.381 |     0.000 |
    | 410 |   410 |      66.7 |        5.2 |  0.263 |    -0.000 |
    | 411 |   411 |      66.4 |        6.8 |  0.194 |     0.000 |
    | 412 |   412 |      98.4 |        8.5 |  0.001 |     0.000 |
    | 413 |   413 |       1.7 |        8.5 |  9.999 |     0.000 |
    | 414 |   414 |      98.9 |        1.6 |  0.004 |     0.000 |
    | 415 |   415 |       1.8 |        1.6 |  9.996 |     0.000 |
    | 416 |   416 |      97.5 |        7.0 |  0.002 |     0.000 |
    | 417 |   417 |      33.7 |        5.0 |  9.704 |     0.000 |
    | 418 |   418 |      48.1 |        8.6 |  9.204 |     0.000 |
    | 419 |   419 |      48.3 |        5.2 |  7.265 |     0.000 |
    | 420 |   420 |      51.2 |        8.8 |  0.684 |    -0.000 |
    | 421 |   421 |      46.3 |        2.8 |  7.337 |     0.000 |
    | 422 |   422 |      54.6 |        7.8 |  0.888 |     0.000 |
    +-----+-------+-----------+------------+--------+-----------+

    Results per element:

    +------+-----+-----+-----+-----+-----------+-----------+-----------+--------+--------+
    |   El |   N |   N |   N |   N |        qx |        qy |     q_res |   grad |   grad |
    |   Nb |   1 |   2 |   3 |   4 |   [m/day] |   [m/day] |   [m/day] |    [-] |    [-] |
    |------+-----+-----+-----+-----+-----------+-----------+-----------+--------+--------|
    |    1 | 222 | 217 | 382 | 196 |     3.823 |    -8.467 |    11.975 | -0.191 |  0.423 |
    |    2 | 377 | 161 | 316 | 260 |     1.205 |     0.530 |     0.750 | -0.060 | -0.027 |
    |    3 | 222 | 200 | 418 | 217 |     1.924 |   -10.657 |    15.071 | -0.096 |  0.533 |
    |    4 | 260 | 316 | 165 | 258 |     0.867 |     0.381 |     0.539 | -0.043 | -0.019 |
    |    5 | 304 | 369 | 148 | 367 |     0.166 |    -0.386 |     0.545 | -0.008 |  0.019 |
    |    6 | 146 | 368 | 312 | 370 |     0.027 |    -0.077 |     0.108 | -0.001 |  0.004 |
    |    7 | 373 | 315 | 374 | 149 |     0.063 |    -0.141 |     0.199 | -0.003 |  0.007 |
    |    8 | 258 | 165 | 266 | 257 |     0.635 |     0.294 |     0.416 | -0.032 | -0.015 |
    |    9 | 220 | 342 | 161 | 377 |     1.656 |     0.625 |     0.883 | -0.083 | -0.031 |
    |   10 | 388 | 147 | 389 | 264 |     0.118 |     0.305 |     0.431 | -0.006 | -0.015 |
    |   11 | 262 | 253 | 255 | 169 |     0.334 |     0.156 |     0.220 | -0.017 | -0.008 |
    |   12 | 265 | 381 | 150 | 386 |     0.064 |     0.164 |     0.232 | -0.003 | -0.008 |
    |   13 | 169 |  45 |  46 | 262 |     0.335 |     0.048 |     0.068 | -0.017 | -0.002 |
    |   14 | 367 | 148 | 380 | 324 |     0.111 |    -0.282 |     0.399 | -0.006 |  0.014 |
    |   15 | 301 | 364 | 144 | 365 |     0.307 |    -0.713 |     1.009 | -0.015 |  0.036 |
    |   16 | 214 | 215 | 405 | 199 |     1.856 |    10.319 |    14.593 | -0.093 | -0.516 |
    |   17 | 201 | 382 | 217 | 152 |     2.592 |    -7.192 |    10.172 | -0.130 |  0.360 |
    |   18 | 203 | 224 | 395 | 227 |     4.080 |    -1.836 |     2.596 | -0.204 |  0.092 |
    |   19 |  47 | 353 | 262 |  46 |     0.243 |     0.038 |     0.054 | -0.012 | -0.002 |
    |   20 | 393 | 263 | 390 | 143 |     0.220 |     0.565 |     0.799 | -0.011 | -0.028 |
    |   21 | 286 | 375 | 145 | 378 |     0.035 |     0.089 |     0.126 | -0.002 | -0.004 |
    |   22 | 169 | 255 | 257 | 266 |     0.458 |     0.206 |     0.291 | -0.023 | -0.010 |
    |   23 | 190 | 179 | 183 | 366 |    12.021 |     3.251 |     4.597 | -0.601 | -0.163 |
    |   24 | 356 | 333 | 354 | 129 |     5.423 |     2.226 |     3.148 | -0.271 | -0.111 |
    |   25 | 249 | 171 | 285 | 247 |     0.129 |     0.056 |     0.080 | -0.006 | -0.003 |
    |   26 | 228 | 133 | 404 | 229 |     1.117 |    -3.018 |     4.268 | -0.056 |  0.151 |
    |   27 | 216 | 419 | 213 | 186 |     9.456 |   -10.070 |    14.241 | -0.473 |  0.504 |
    |   28 | 292 | 363 | 142 | 371 |     0.019 |     0.048 |     0.068 | -0.001 | -0.002 |
    |   29 | 273 | 360 | 137 | 358 |     0.011 |    -0.029 |     0.041 | -0.001 |  0.001 |
    |   30 | 370 | 315 | 373 | 146 |     0.045 |    -0.103 |     0.146 | -0.002 |  0.005 |
    |   31 | 245 | 167 | 287 | 243 |     0.068 |     0.030 |     0.042 | -0.003 | -0.001 |
    |   32 | 418 |  95 |  96 | 217 |     1.254 |    -9.388 |    13.277 | -0.063 |  0.469 |
    |   33 | 288 | 355 | 138 | 359 |     0.010 |     0.027 |     0.038 | -0.000 | -0.001 |
    |   34 | 167 | 245 | 247 | 285 |     0.094 |     0.043 |     0.061 | -0.005 | -0.002 |
    |   35 | 226 |  85 |  86 | 151 |     0.575 |     6.925 |     9.793 | -0.029 | -0.346 |
    |   36 | 217 |  96 |  97 | 152 |     0.764 |    -7.375 |    10.429 | -0.038 |  0.369 |
    |   37 | 196 | 188 | 186 | 213 |     7.228 |    -8.549 |    12.091 | -0.361 |  0.427 |
    |   38 | 374 | 324 | 380 | 149 |     0.097 |    -0.201 |     0.284 | -0.005 |  0.010 |
    |   39 |  30 |  31 | 223 | 132 |     7.883 |    -0.756 |     1.069 | -0.394 |  0.038 |
    |   40 |  44 | 266 | 165 |  43 |     0.635 |     0.090 |     0.127 | -0.032 | -0.004 |
    |   41 | 392 | 223 |  31 |  32 |     9.925 |    -0.743 |     1.051 | -0.496 |  0.037 |
    |   42 | 302 | 329 | 325 | 170 |     0.403 |    -0.166 |     0.234 | -0.020 |  0.008 |
    |   43 | 361 | 312 | 368 | 141 |     0.023 |    -0.064 |     0.090 | -0.001 |  0.003 |
    |   44 | 311 | 280 | 279 | 317 |     0.043 |    -0.039 |     0.055 | -0.002 |  0.002 |
    |   45 | 288 | 238 | 291 | 345 |     0.009 |     0.016 |     0.023 | -0.000 | -0.001 |
    |   46 | 314 | 313 | 172 | 320 |     0.146 |    -0.096 |     0.135 | -0.007 |  0.005 |
    |   47 | 338 | 283 | 345 | 291 |     0.006 |     0.013 |     0.018 | -0.000 | -0.001 |
    |   48 | 164 | 241 | 243 | 287 |     0.050 |     0.023 |     0.032 | -0.002 | -0.001 |
    |   49 | 276 | 274 | 272 | 275 |     0.011 |    -0.011 |     0.016 | -0.001 |  0.001 |
    |   50 |  90 | 125 | 398 | 357 |     3.011 |    16.998 |    24.038 | -0.151 | -0.850 |
    |   51 |  21 | 325 | 319 |  20 |     0.317 |    -0.040 |     0.057 | -0.016 |  0.002 |
    |   52 |  92 | 379 | 396 | 126 |     2.723 |   -16.032 |    22.673 | -0.136 |  0.802 |
    |   53 | 293 | 239 | 241 | 164 |     0.035 |     0.016 |     0.022 | -0.002 | -0.001 |
    |   54 | 366 |  34 |  35 | 233 |     9.839 |     0.960 |     1.358 | -0.492 | -0.048 |
    |   55 | 132 | 227 |  29 |  30 |     5.732 |    -0.897 |     1.268 | -0.287 |  0.045 |
    |   56 | 152 |  97 |  98 | 225 |     0.813 |    -5.520 |     7.806 | -0.041 |  0.276 |
    |   57 | 130 |  84 |  85 | 226 |     0.688 |     5.255 |     7.432 | -0.034 | -0.263 |
    |   58 | 276 | 128 | 267 | 274 |     0.013 |    -0.007 |     0.009 | -0.001 |  0.000 |
    |   59 | 365 | 144 | 369 | 304 |     0.201 |    -0.521 |     0.738 | -0.010 |  0.026 |
    |   60 | 303 | 323 | 322 | 329 |     0.247 |    -0.196 |     0.277 | -0.012 |  0.010 |
    |   61 |  49 | 285 | 171 |  48 |     0.129 |     0.020 |     0.029 | -0.006 | -0.001 |
    |   62 | 324 | 323 | 303 | 367 |     0.198 |    -0.261 |     0.369 | -0.010 |  0.013 |
    |   63 | 290 | 291 | 238 | 289 |     0.011 |     0.011 |     0.016 | -0.001 | -0.001 |
    |   64 |  36 | 129 | 233 |  35 |     7.593 |     0.907 |     1.282 | -0.380 | -0.045 |
    |   65 |  10 | 335 | 415 |   9 |     0.006 |    -0.002 |     0.003 | -0.000 |  0.000 |
    |   66 | 239 | 293 | 160 | 235 |     0.025 |     0.012 |     0.017 | -0.001 | -0.001 |
    |   67 |  11 | 128 | 335 |  10 |     0.010 |    -0.002 |     0.002 | -0.000 |  0.000 |
    |   68 | 160 | 234 | 289 | 235 |     0.017 |     0.009 |     0.012 | -0.001 | -0.000 |
    |   69 |  51 | 287 | 167 |  50 |     0.068 |     0.011 |     0.015 | -0.003 | -0.001 |
    |   70 |  56 | 127 | 234 |  55 |     0.011 |     0.002 |     0.003 | -0.001 | -0.000 |
    |   71 |  57 | 334 | 127 |  56 |     0.006 |     0.002 |     0.003 | -0.000 | -0.000 |
    |   72 | 336 | 157 | 395 | 224 |     3.119 |    -1.444 |     2.043 | -0.156 |  0.072 |
    |   73 | 290 | 289 | 234 | 127 |     0.011 |     0.007 |     0.010 | -0.001 | -0.000 |
    |   74 | 155 | 343 | 278 | 349 |     0.006 |    -0.017 |     0.024 | -0.000 |  0.001 |
    |   75 | 166 | 295 | 305 | 296 |     1.062 |    -0.467 |     0.661 | -0.053 |  0.023 |
    |   76 | 168 | 307 | 317 | 306 |     0.075 |    -0.035 |     0.049 | -0.004 |  0.002 |
    |   77 | 274 | 267 | 159 | 268 |     0.019 |    -0.010 |     0.014 | -0.001 |  0.000 |
    |   78 | 352 |  33 |  34 | 350 |    12.045 |     0.237 |     0.336 | -0.602 | -0.012 |
    |   79 | 152 | 225 | 387 | 201 |     1.909 |    -5.320 |     7.524 | -0.095 |  0.266 |
    |   80 | 170 | 326 | 297 | 302 |     0.567 |    -0.252 |     0.356 | -0.028 |  0.013 |
    |   81 | 172 | 313 | 308 | 327 |     0.140 |    -0.066 |     0.093 | -0.007 |  0.003 |
    |   82 | 421 | 397 | 132 | 223 |     7.520 |    -2.699 |     3.817 | -0.376 |  0.135 |
    |   83 | 128 |  11 |  12 | 267 |     0.016 |    -0.003 |     0.004 | -0.001 |  0.000 |
    |   84 | 225 |  98 |  99 | 133 |     0.392 |    -4.142 |     5.857 | -0.020 |  0.207 |
    |   85 | 349 | 272 | 270 | 273 |     0.012 |    -0.019 |     0.026 | -0.001 |  0.001 |
    |   86 | 289 | 238 | 236 | 235 |     0.016 |     0.015 |     0.021 | -0.001 | -0.001 |
    |   87 | 274 | 268 | 270 | 272 |     0.015 |    -0.013 |     0.019 | -0.001 |  0.001 |
    |   88 | 392 |  32 |  33 | 352 |    11.852 |    -0.637 |     0.901 | -0.593 |  0.032 |
    |   89 | 139 | 411 | 261 | 401 |     0.416 |     1.043 |     1.475 | -0.021 | -0.052 |
    |   90 | 322 | 320 | 172 | 319 |     0.208 |    -0.100 |     0.142 | -0.010 |  0.005 |
    |   91 | 340 | 140 | 364 | 301 |     0.377 |    -0.957 |     1.354 | -0.019 |  0.048 |
    |   92 | 163 | 279 | 269 | 328 |     0.039 |    -0.018 |     0.026 | -0.002 |  0.001 |
    |   93 | 327 | 308 | 307 | 168 |     0.102 |    -0.039 |     0.056 | -0.005 |  0.002 |
    |   94 | 326 | 166 | 296 | 297 |     0.766 |    -0.312 |     0.441 | -0.038 |  0.016 |
    |   95 | 297 | 296 | 300 | 298 |     0.673 |    -0.532 |     0.753 | -0.034 |  0.027 |
    |   96 | 279 | 163 | 306 | 317 |     0.052 |    -0.022 |     0.031 | -0.003 |  0.001 |
    |   97 | 319 | 325 | 329 | 322 |     0.301 |    -0.139 |     0.197 | -0.015 |  0.007 |
    |   98 | 317 | 307 | 309 | 311 |     0.060 |    -0.049 |     0.070 | -0.003 |  0.002 |
    |   99 | 307 | 308 | 310 | 309 |     0.089 |    -0.073 |     0.104 | -0.004 |  0.004 |
    |  100 | 362 | 281 | 280 | 361 |     0.020 |    -0.042 |     0.059 | -0.001 |  0.002 |
    |  101 |  84 | 130 | 318 |  83 |     0.376 |     3.835 |     5.423 | -0.019 | -0.192 |
    |  102 | 268 | 269 | 271 | 270 |     0.022 |    -0.019 |     0.027 | -0.001 |  0.001 |
    |  103 | 320 | 322 | 323 | 321 |     0.198 |    -0.172 |     0.243 | -0.010 |  0.009 |
    |  104 | 160 |  54 |  55 | 234 |     0.017 |     0.003 |     0.005 | -0.001 | -0.000 |
    |  105 | 285 |  49 |  50 | 167 |     0.094 |     0.013 |     0.018 | -0.005 | -0.001 |
    |  106 | 353 |  47 |  48 | 171 |     0.177 |     0.024 |     0.034 | -0.009 | -0.001 |
    |  107 | 316 |  42 |  43 | 165 |     0.869 |     0.136 |     0.193 | -0.043 | -0.007 |
    |  108 | 266 |  44 |  45 | 169 |     0.460 |     0.073 |     0.103 | -0.023 | -0.004 |
    |  109 | 327 |  18 |  19 | 172 |     0.160 |    -0.022 |     0.031 | -0.008 |  0.001 |
    |  110 | 293 |  53 |  54 | 160 |     0.025 |     0.004 |     0.005 | -0.001 | -0.000 |
    |  111 | 267 |  12 |  13 | 159 |     0.022 |    -0.003 |     0.004 | -0.001 |  0.000 |
    |  112 | 328 |  14 |  15 | 163 |     0.044 |    -0.005 |     0.007 | -0.002 |  0.000 |
    |  113 | 306 |  16 |  17 | 168 |     0.084 |    -0.009 |     0.013 | -0.004 |  0.000 |
    |  114 | 325 |  21 |  22 | 170 |     0.442 |    -0.070 |     0.100 | -0.022 |  0.004 |
    |  115 | 295 |  25 |  26 | 162 |     1.565 |    -0.218 |     0.309 | -0.078 |  0.011 |
    |  116 | 287 |  51 |  52 | 164 |     0.049 |     0.007 |     0.009 | -0.002 | -0.000 |
    |  117 | 328 | 269 | 268 | 159 |     0.026 |    -0.012 |     0.017 | -0.001 |  0.001 |
    |  118 | 164 |  52 |  53 | 293 |     0.035 |     0.006 |     0.008 | -0.002 | -0.000 |
    |  119 | 162 |  26 |  27 | 294 |     2.077 |    -0.193 |     0.273 | -0.104 |  0.010 |
    |  120 | 166 |  24 |  25 | 295 |     1.139 |    -0.130 |     0.184 | -0.057 |  0.006 |
    |  121 | 161 |  41 |  42 | 316 |     1.195 |     0.153 |     0.217 | -0.060 | -0.008 |
    |  122 | 163 |  15 |  16 | 306 |     0.063 |    -0.010 |     0.014 | -0.003 |  0.000 |
    |  123 | 172 |  19 |  20 | 319 |     0.225 |    -0.047 |     0.066 | -0.011 |  0.002 |
    |  124 | 329 | 302 | 299 | 303 |     0.354 |    -0.284 |     0.402 | -0.018 |  0.014 |
    |  125 |  24 | 166 | 326 |  23 |     0.833 |    -0.128 |     0.181 | -0.042 |  0.006 |
    |  126 | 198 |  64 |  65 | 282 |     0.001 |     0.015 |     0.022 | -0.000 | -0.001 |
    |  127 | 170 |  22 |  23 | 326 |     0.602 |    -0.068 |     0.097 | -0.030 |  0.003 |
    |  128 | 168 |  17 |  18 | 327 |     0.116 |    -0.017 |     0.024 | -0.006 |  0.001 |
    |  129 | 159 |  13 |  14 | 328 |     0.032 |    -0.006 |     0.008 | -0.002 |  0.000 |
    |  130 | 131 |  82 |  83 | 318 |     0.346 |     2.927 |     4.140 | -0.017 | -0.146 |
    |  131 | 298 | 299 | 302 | 297 |     0.470 |    -0.369 |     0.522 | -0.024 |  0.018 |
    |  132 | 314 | 310 | 308 | 313 |     0.109 |    -0.081 |     0.115 | -0.005 |  0.004 |
    |  133 | 282 |  65 |  66 | 156 |     0.001 |     0.018 |     0.026 | -0.000 | -0.001 |
    |  134 | 259 | 258 | 257 | 256 |     0.565 |     0.470 |     0.665 | -0.028 | -0.024 |
    |  135 | 254 | 256 | 257 | 255 |     0.416 |     0.350 |     0.495 | -0.021 | -0.018 |
    |  136 | 252 | 254 | 255 | 253 |     0.297 |     0.248 |     0.351 | -0.015 | -0.012 |
    |  137 | 250 | 252 | 253 | 251 |     0.220 |     0.184 |     0.261 | -0.011 | -0.009 |
    |  138 | 248 | 250 | 251 | 249 |     0.159 |     0.130 |     0.184 | -0.008 | -0.007 |
    |  139 | 246 | 248 | 249 | 247 |     0.118 |     0.098 |     0.138 | -0.006 | -0.005 |
    |  140 | 244 | 246 | 247 | 245 |     0.085 |     0.069 |     0.098 | -0.004 | -0.003 |
    |  141 | 236 | 237 | 239 | 235 |     0.023 |     0.020 |     0.028 | -0.001 | -0.001 |
    |  142 | 242 | 244 | 245 | 243 |     0.063 |     0.052 |     0.074 | -0.003 | -0.003 |
    |  143 | 280 | 271 | 269 | 279 |     0.028 |    -0.026 |     0.036 | -0.001 |  0.001 |
    |  144 | 240 | 242 | 243 | 241 |     0.045 |     0.037 |     0.052 | -0.002 | -0.002 |
    |  145 | 237 | 240 | 241 | 239 |     0.033 |     0.028 |     0.039 | -0.002 | -0.001 |
    |  146 | 102 | 332 | 134 | 101 |     0.282 |    -1.742 |     2.464 | -0.014 |  0.087 |
    |  147 |  82 | 131 | 330 |  81 |     0.237 |     2.179 |     3.081 | -0.012 | -0.109 |
    |  148 |  81 | 330 | 139 |  80 |     0.208 |     1.634 |     2.310 | -0.010 | -0.082 |
    |  149 | 103 | 140 | 332 | 102 |     0.155 |    -1.293 |     1.828 | -0.008 |  0.065 |
    |  150 |  41 | 161 | 342 |  40 |     1.612 |     0.217 |     0.308 | -0.081 | -0.011 |
    |  151 | 299 | 304 | 367 | 303 |     0.251 |    -0.344 |     0.487 | -0.013 |  0.017 |
    |  152 | 116 | 117 | 343 | 155 |     0.001 |    -0.019 |     0.026 | -0.000 |  0.001 |
    |  153 | 366 | 233 | 376 | 190 |    10.234 |     3.697 |     5.228 | -0.512 | -0.185 |
    |  154 | 215 |  86 |  87 | 405 |     1.086 |     9.356 |    13.232 | -0.054 | -0.468 |
