
    -------------------------------------------------------------
    -------------- Model input ----------------------------------
    -------------------------------------------------------------

    Model parameters:

    +---------------+---------+
    | Parameter     |   Value |
    |---------------+---------|
    | w [m]         |     100 |
    | h [m]         |      10 |
    | d [m]         |       5 |
    | t [m]         |     0.5 |
    | thickness [m] |       1 |
    | kx [m/day]    |      20 |
    | ky [m/day]    |      20 |
    +---------------+---------+

    Model boundary conditions:

    +----------+--------------------+
    |   Marker |   Piezometric head |
    |----------+--------------------|
    |       10 |                 10 |
    |       20 |                  0 |
    +----------+--------------------+

    -------------------------------------------------------------
    -------------- Results --------------------------------------
    -------------------------------------------------------------

    Model info:

    +---------------------+-----+
    | Max element size:   |   2 |
    | Dofs per node:      |   1 |
    | Element type:       |   2 |
    | Number of dofs:     | 396 |
    | Number of elements: | 672 |
    | Number of nodes:    | 396 |
    +---------------------+-----+

    Summary of results:

    +------------------------+---------+---------+
    | Max piezometric head:  |  10.000 | [m]     |
    | Min piezometric head:  |   0.000 | [m]     |
    | Max boundary flow:     |  20.776 | [m/day] |
    | Min boundary flow:     | -21.007 | [m/day] |
    | Sum boundary flow:     |   0.000 | [m/day] |
    | Max resulting gw flow: |  67.544 | [m/day] |
    | Min resulting gw flow: |   0.003 | [m/day] |
    +------------------------+---------+---------+

    Results per node:

    +-----+-------+-----------+------------+--------+-----------+
    |   N |   dof |   x_coord |    y_coord |   P.h. |      q BC |
    |     |       |       [m] |        [m] |    [m] |   [m/day] |
    |-----+-------+-----------+------------+--------+-----------|
    | 245 |   245 |      81.0 |        1.7 |  0.040 |     0.000 |
    | 246 |   246 |      82.0 |        3.5 |  0.030 |     0.000 |
    | 247 |   247 |      84.0 |        3.5 |  0.022 |     0.000 |
    | 248 |   248 |      83.0 |        5.1 |  0.021 |    -0.000 |
    | 249 |   249 |      81.0 |        5.1 |  0.029 |    -0.000 |
    | 250 |   250 |      85.0 |        5.1 |  0.015 |     0.000 |
    | 251 |   251 |      86.0 |        3.4 |  0.016 |    -0.000 |
    | 252 |   252 |      80.0 |        3.5 |  0.042 |     0.000 |
    | 253 |   253 |      79.1 |        5.1 |  0.039 |     0.000 |
    | 254 |   254 |      78.0 |        3.4 |  0.057 |     0.000 |
    | 255 |   255 |      15.0 |        1.7 |  9.978 |     0.000 |
    | 256 |   256 |      16.0 |        3.5 |  9.978 |    -0.000 |
    | 257 |   257 |      18.0 |        3.5 |  9.970 |     0.000 |
    | 258 |   258 |      17.0 |        5.2 |  9.979 |    -0.000 |
    | 259 |   259 |      19.0 |        5.1 |  9.971 |     0.000 |
    | 260 |   260 |      15.0 |        5.1 |  9.985 |     0.000 |
    | 261 |   261 |      20.0 |        3.5 |  9.958 |     0.000 |
    | 262 |   262 |      21.0 |        5.1 |  9.961 |    -0.000 |
    | 263 |   263 |      11.0 |        1.7 |  9.988 |     0.000 |
    | 264 |   264 |      10.0 |        3.5 |  9.991 |     0.000 |
    | 265 |   265 |       8.0 |        3.5 |  9.993 |    -0.000 |
    | 266 |   266 |       9.0 |        5.2 |  9.994 |     0.000 |
    | 267 |   267 |      11.0 |        5.2 |  9.992 |    -0.000 |
    | 268 |   268 |       7.0 |        5.2 |  9.995 |     0.000 |
    | 269 |   269 |       6.0 |        3.5 |  9.995 |    -0.000 |
    | 270 |   270 |       4.8 |        5.2 |  9.996 |     0.000 |
    | 271 |   271 |      23.0 |        1.7 |  9.925 |     0.000 |
    | 272 |   272 |      24.0 |        3.5 |  9.922 |     0.000 |
    | 273 |   273 |      26.0 |        3.5 |  9.893 |    -0.000 |
    | 274 |   274 |      25.0 |        5.1 |  9.927 |     0.000 |
    | 275 |   275 |      26.9 |        5.1 |  9.900 |     0.000 |
    | 276 |   276 |      22.9 |        5.1 |  9.946 |     0.000 |
    | 277 |   277 |      28.0 |        3.5 |  9.854 |     0.000 |
    | 278 |   278 |      29.0 |        5.1 |  9.862 |    -0.000 |
    | 279 |   279 |      22.0 |        3.4 |  9.943 |    -0.000 |
    | 280 |   280 |      31.0 |        1.7 |  9.737 |     0.000 |
    | 281 |   281 |      32.0 |        3.4 |  9.725 |     0.000 |
    | 282 |   282 |      30.0 |        3.4 |  9.800 |     0.000 |
    | 283 |   283 |      31.0 |        5.0 |  9.807 |    -0.000 |
    | 284 |   284 |      12.0 |        3.5 |  9.988 |    -0.000 |
    | 285 |   285 |      13.0 |        5.2 |  9.989 |     0.000 |
    | 286 |   286 |      14.0 |        3.5 |  9.984 |    -0.000 |
    | 287 |   287 |      94.0 |        3.5 |  0.005 |     0.000 |
    | 288 |   288 |      95.2 |        5.2 |  0.004 |    -0.000 |
    | 289 |   289 |      96.1 |        3.3 |  0.004 |    -0.000 |
    | 290 |   290 |      97.0 |        1.7 |  0.005 |     0.000 |
    | 291 |   291 |       3.0 |        1.7 |  9.995 |    -0.000 |
    | 292 |   292 |       3.9 |        3.3 |  9.996 |     0.000 |
    | 293 |   293 |      73.0 |        1.7 |  0.141 |     0.000 |
    | 294 |   294 |      19.0 |        1.7 |  9.960 |     0.000 |
    | 295 |   295 |      89.0 |        1.7 |  0.012 |    -0.000 |
    | 296 |   296 |       7.0 |        1.7 |  9.993 |     0.000 |
    | 297 |   297 |      27.0 |        1.7 |  9.859 |    -0.000 |
    | 298 |   298 |      85.0 |        1.7 |  0.022 |    -0.000 |
    | 299 |   299 |      91.0 |        8.3 |  0.002 |     0.000 |
    | 300 |   300 |      83.1 |        8.3 |  0.008 |     0.000 |
    | 301 |   301 |      67.1 |        8.3 |  0.096 |    -0.000 |
    | 302 |   302 |      79.1 |        8.3 |  0.015 |    -0.000 |
    | 303 |   303 |      28.9 |        8.3 |  9.949 |     0.000 |
    | 304 |   304 |      75.1 |        8.3 |  0.028 |     0.000 |
    | 305 |   305 |       9.0 |        8.3 |  9.998 |    -0.000 |
    | 306 |   306 |      32.9 |        8.3 |  9.903 |     0.000 |
    | 307 |   307 |      33.9 |        6.5 |  9.777 |     0.000 |
    | 308 |   308 |      87.1 |        8.3 |  0.004 |     0.000 |
    | 309 |   309 |       5.1 |        8.3 |  9.999 |    -0.000 |
    | 310 |   310 |      24.9 |        8.3 |  9.972 |     0.000 |
    | 311 |   311 |      16.9 |        8.3 |  9.992 |     0.000 |
    | 312 |   312 |      12.9 |        8.3 |  9.996 |    -0.000 |
    | 313 |   313 |      71.1 |        8.3 |  0.051 |     0.000 |
    | 314 |   314 |      20.9 |        8.3 |  9.985 |     0.000 |
    | 315 |   315 |      94.9 |        8.3 |  0.001 |     0.000 |
    | 316 |   316 |      65.0 |        1.7 |  0.495 |     0.000 |
    | 317 |   317 |      44.7 |        6.5 |  8.781 |    -0.000 |
    | 318 |   318 |      54.5 |        3.2 |  2.348 |    -0.000 |
    | 319 |   319 |       1.9 |        3.2 |  9.996 |    -0.000 |
    | 320 |   320 |       1.6 |        7.0 |  9.998 |    -0.000 |
    | 321 |   321 |      98.4 |        7.0 |  0.002 |    -0.000 |
    | 322 |   322 |      98.1 |        3.2 |  0.004 |     0.000 |
    | 323 |   323 |      51.1 |        3.3 |  4.168 |     0.000 |
    | 324 |   324 |      59.9 |        3.4 |  0.990 |    -0.000 |
    | 325 |   325 |       3.1 |        6.1 |  9.997 |    -0.000 |
    | 326 |   326 |      96.9 |        6.1 |  0.003 |    -0.000 |
    | 327 |   327 |      60.2 |        6.7 |  0.537 |    -0.000 |
    | 328 |   328 |      93.9 |        6.8 |  0.003 |     0.000 |
    | 329 |   329 |      92.0 |        6.7 |  0.004 |    -0.000 |
    | 330 |   330 |      90.0 |        6.7 |  0.005 |    -0.000 |
    | 331 |   331 |       6.1 |        6.8 |  9.997 |    -0.000 |
    | 332 |   332 |       8.0 |        6.7 |  9.996 |     0.000 |
    | 333 |   333 |      10.0 |        6.7 |  9.995 |    -0.000 |
    | 334 |   334 |      88.0 |        6.7 |  0.007 |    -0.000 |
    | 335 |   335 |      11.9 |        6.7 |  9.993 |    -0.000 |
    | 336 |   336 |      86.1 |        6.8 |  0.009 |    -0.000 |
    | 337 |   337 |      13.9 |        6.7 |  9.991 |    -0.000 |
    | 338 |   338 |      62.1 |        6.7 |  0.401 |     0.000 |
    | 339 |   339 |      15.9 |        6.7 |  9.987 |    -0.000 |
    | 340 |   340 |      84.1 |        6.7 |  0.013 |    -0.000 |
    | 341 |   341 |      17.9 |        6.7 |  9.983 |     0.000 |
    | 342 |   342 |      82.1 |        6.7 |  0.017 |    -0.000 |
    | 343 |   343 |      19.9 |        6.7 |  9.976 |     0.000 |
    | 344 |   344 |      80.1 |        6.7 |  0.023 |    -0.000 |
    | 345 |   345 |      21.9 |        6.7 |  9.968 |    -0.000 |
    | 346 |   346 |      78.1 |        6.7 |  0.032 |     0.000 |
    | 347 |   347 |      33.0 |        4.9 |  9.731 |     0.000 |
    | 348 |   348 |      76.1 |        6.7 |  0.044 |    -0.000 |
    | 349 |   349 |      23.9 |        6.7 |  9.956 |    -0.000 |
    | 350 |   350 |      74.1 |        6.8 |  0.060 |    -0.000 |
    | 351 |   351 |      25.9 |        6.8 |  9.940 |    -0.000 |
    | 352 |   352 |      27.9 |        6.7 |  9.917 |     0.000 |
    | 353 |   353 |      72.1 |        6.7 |  0.083 |     0.000 |
    | 354 |   354 |      30.0 |        6.7 |  9.884 |     0.000 |
    | 355 |   355 |      70.0 |        6.7 |  0.116 |    -0.000 |
    | 356 |   356 |      32.0 |        6.6 |  9.839 |    -0.000 |
    | 357 |   357 |      64.0 |        6.7 |  0.300 |    -0.000 |
    | 358 |   358 |      66.0 |        6.7 |  0.220 |     0.000 |
    | 359 |   359 |      68.0 |        6.7 |  0.160 |    -0.000 |
    | 360 |   360 |      48.3 |        7.0 |  8.244 |    -0.000 |
    | 361 |   361 |      48.1 |        8.5 |  9.153 |     0.000 |
    | 362 |   362 |      52.5 |        1.4 |  3.516 |    -0.000 |
    | 363 |   363 |      33.9 |        3.3 |  9.624 |     0.000 |
    | 364 |   364 |      61.2 |        5.0 |  0.656 |    -0.000 |
    | 365 |   365 |      56.5 |        6.9 |  0.910 |    -0.000 |
    | 366 |   366 |      43.1 |        6.8 |  9.116 |    -0.000 |
    | 367 |   367 |      51.5 |        4.9 |  3.314 |     0.000 |
    | 368 |   368 |      35.8 |        3.2 |  9.490 |     0.000 |
    | 369 |   369 |      46.6 |        8.7 |  9.386 |     0.000 |
    | 370 |   370 |      52.0 |        2.6 |  3.632 |    -0.000 |
    | 371 |   371 |      51.4 |        8.8 |  0.679 |     0.000 |
    | 372 |   372 |      37.8 |        3.1 |  9.301 |    -0.000 |
    | 373 |   373 |      47.2 |        3.6 |  7.015 |    -0.000 |
    | 374 |   374 |      58.0 |        2.8 |  1.389 |     0.000 |
    | 375 |   375 |      98.5 |        1.5 |  0.004 |    -0.000 |
    | 376 |   376 |       1.5 |        1.5 |  9.996 |     0.000 |
    | 377 |   377 |      45.8 |        7.4 |  8.910 |    -0.000 |
    | 378 |   378 |      98.5 |        8.5 |  0.001 |     0.000 |
    | 379 |   379 |       1.5 |        8.5 |  9.999 |     0.000 |
    | 380 |   380 |      50.1 |        2.5 |  4.951 |     0.000 |
    | 381 |   381 |      40.7 |        8.5 |  9.717 |     0.000 |
    | 382 |   382 |      53.9 |        7.2 |  1.218 |    -0.000 |
    | 383 |   383 |      39.9 |        2.9 |  9.013 |    -0.000 |
    | 384 |   384 |      47.9 |        2.6 |  6.391 |    -0.000 |
    | 385 |   385 |      49.0 |        3.0 |  5.725 |    -0.000 |
    | 386 |   386 |      49.6 |        1.2 |  5.253 |     0.000 |
    | 387 |   387 |      95.5 |        6.9 |  0.002 |     0.000 |
    | 388 |   388 |       4.5 |        6.9 |  9.998 |    -0.000 |
    | 389 |   389 |      53.8 |        8.7 |  0.581 |     0.000 |
    | 390 |   390 |      53.8 |        1.8 |  2.836 |    -0.000 |
    | 391 |   391 |      42.0 |        2.7 |  8.596 |    -0.000 |
    | 392 |   392 |      43.9 |        2.7 |  8.122 |    -0.000 |
    | 393 |   393 |       3.1 |        4.6 |  9.996 |    -0.000 |
    | 394 |   394 |      96.9 |        4.6 |  0.004 |     0.000 |
    | 395 |   395 |      39.7 |        7.2 |  9.542 |     0.000 |
    | 396 |   396 |      47.6 |        1.2 |  6.402 |    -0.000 |
    +-----+-------+-----------+------------+--------+-----------+

    Results per element:

    +------+-----+-----+-----+--------+-----------+-----------+----------+----------+
    |   El |   N |   N |   N |     qx |        qy |     q_res |   grad_x |   grad_y |
    |   Nb |   1 |   2 |   3 |     [] |   [m/day] |   [m/day] |      [-] |      [-] |
    |------+-----+-----+-----+--------+-----------+-----------+----------+----------|
    |    1 |   6 | 161 | 168 | 17.253 |   -13.371 |    21.827 |   -0.863 |    0.669 |
    |    2 | 211 | 207 | 213 |  1.265 |     4.260 |     4.444 |   -0.063 |   -0.213 |
    |    3 | 205 | 160 | 210 |  6.261 |     2.625 |     6.789 |   -0.313 |   -0.131 |
    |    4 | 179 | 159 | 180 |  5.616 |    13.880 |    14.973 |   -0.281 |   -0.694 |
    |    5 | 159 |   5 | 367 | 15.874 |    14.228 |    21.317 |   -0.794 |   -0.711 |
    |    6 | 199 | 139 | 223 |  0.670 |    -2.390 |     2.482 |   -0.034 |    0.119 |
    |    7 |  85 | 185 | 389 |  1.349 |    10.536 |    10.622 |   -0.067 |   -0.527 |
    |    8 | 185 |  85 | 371 |  1.134 |    10.493 |    10.555 |   -0.057 |   -0.525 |
    |    9 | 169 | 172 | 373 |  9.016 |    -6.457 |    11.090 |   -0.451 |    0.323 |
    |   10 | 170 | 169 | 373 | 11.476 |    -7.967 |    13.970 |   -0.574 |    0.398 |
    |   11 | 188 | 162 | 191 |  8.621 |    -3.321 |     9.239 |   -0.431 |    0.166 |
    |   12 | 197 |  32 | 386 | 12.141 |    -0.952 |    12.179 |   -0.607 |    0.048 |
    |   13 | 162 | 188 | 392 |  6.480 |    -2.570 |     6.971 |   -0.324 |    0.129 |
    |   14 |  90 |   7 | 361 |  0.771 |   -11.806 |    11.831 |   -0.039 |    0.590 |
    |   15 | 213 | 207 | 327 |  2.017 |     3.852 |     4.348 |   -0.101 |   -0.193 |
    |   16 | 201 | 199 | 223 |  1.202 |    -2.011 |     2.343 |   -0.060 |    0.101 |
    |   17 | 188 | 189 | 392 |  6.853 |    -3.580 |     7.732 |   -0.343 |    0.179 |
    |   18 |  87 | 159 | 179 |  1.927 |    14.074 |    14.205 |   -0.096 |   -0.704 |
    |   19 | 166 | 168 | 175 | 23.361 |    -0.873 |    23.377 |   -1.168 |    0.044 |
    |   20 | 162 |  31 | 191 |  8.129 |    -0.927 |     8.181 |   -0.406 |    0.046 |
    |   21 | 160 | 205 | 318 |  6.573 |     2.435 |     7.009 |   -0.329 |   -0.122 |
    |   22 | 175 | 168 | 385 | 18.798 |    -5.650 |    19.629 |   -0.940 |    0.282 |
    |   23 | 201 | 138 | 307 |  0.832 |    -1.489 |     1.705 |   -0.042 |    0.074 |
    |   24 |  89 |  90 | 360 |  2.180 |   -13.794 |    13.966 |   -0.109 |    0.690 |
    |   25 |   7 |  91 | 361 |  0.000 |   -10.989 |    10.989 |   -0.000 |    0.549 |
    |   26 | 208 | 206 | 324 |  3.405 |     2.352 |     4.138 |   -0.170 |   -0.118 |
    |   27 | 138 | 201 | 223 |  0.498 |    -1.686 |     1.758 |   -0.025 |    0.084 |
    |   28 | 324 | 206 | 374 |  3.519 |     2.571 |     4.359 |   -0.176 |   -0.129 |
    |   29 | 167 | 186 | 367 | 16.089 |    10.245 |    19.074 |   -0.804 |   -0.512 |
    |   30 | 191 |  31 | 396 | 10.183 |    -1.483 |    10.291 |   -0.509 |    0.074 |
    |   31 |  32 |  33 | 386 | 11.603 |    -0.233 |    11.606 |   -0.580 |    0.012 |
    |   32 | 317 | 120 | 366 |  3.008 |    -6.739 |     7.380 |   -0.150 |    0.337 |
    |   33 | 360 |  90 | 361 |  0.738 |   -12.241 |    12.263 |   -0.037 |    0.612 |
    |   34 | 202 | 201 | 307 |  0.855 |    -1.175 |     1.453 |   -0.043 |    0.059 |
    |   35 |  33 |  34 | 165 | 11.673 |     0.595 |    11.688 |   -0.584 |   -0.030 |
    |   36 | 168 | 161 | 169 | 12.644 |   -14.846 |    19.500 |   -0.632 |    0.742 |
    |   37 | 207 | 211 | 365 |  2.774 |     4.987 |     5.707 |   -0.139 |   -0.249 |
    |   38 | 194 | 383 | 391 |  3.662 |    -2.331 |     4.341 |   -0.183 |    0.117 |
    |   39 | 120 | 212 | 366 |  1.627 |    -5.284 |     5.529 |   -0.081 |    0.264 |
    |   40 | 289 | 290 | 322 |  0.005 |     0.005 |     0.007 |   -0.000 |   -0.000 |
    |   41 | 383 | 122 | 391 |  3.802 |    -1.074 |     3.951 |   -0.190 |    0.054 |
    |   42 | 291 | 292 | 319 |  0.005 |    -0.005 |     0.007 |   -0.000 |    0.000 |
    |   43 |  30 | 162 | 209 |  6.327 |    -0.507 |     6.347 |   -0.316 |    0.025 |
    |   44 | 160 |  36 | 210 |  6.217 |     0.566 |     6.242 |   -0.311 |   -0.028 |
    |   45 |  83 | 119 | 211 |  1.608 |     6.385 |     6.584 |   -0.080 |   -0.319 |
    |   46 | 180 | 159 | 181 |  7.057 |    10.482 |    12.636 |   -0.353 |   -0.524 |
    |   47 |  86 |  87 | 179 |  1.987 |    13.959 |    14.099 |   -0.099 |   -0.698 |
    |   48 | 139 | 199 | 395 |  1.459 |    -2.652 |     3.027 |   -0.073 |    0.133 |
    |   49 | 186 | 167 | 323 | 14.396 |     4.291 |    15.022 |   -0.720 |   -0.215 |
    |   50 | 207 | 208 | 327 |  2.161 |     2.893 |     3.611 |   -0.108 |   -0.145 |
    |   51 | 168 | 170 | 385 | 13.343 |    -5.527 |    14.443 |   -0.667 |    0.276 |
    |   52 | 179 | 185 | 371 |  2.195 |    12.145 |    12.342 |   -0.110 |   -0.607 |
    |   53 |   5 | 167 | 367 | 15.486 |    11.085 |    19.045 |   -0.774 |   -0.554 |
    |   54 | 203 | 119 | 382 |  3.327 |     6.858 |     7.623 |   -0.166 |   -0.343 |
    |   55 |  30 |  31 | 162 |  7.591 |    -1.237 |     7.692 |   -0.380 |    0.062 |
    |   56 |  35 |  36 | 160 |  7.556 |     1.135 |     7.641 |   -0.378 |   -0.057 |
    |   57 | 173 | 320 | 325 |  0.002 |    -0.013 |     0.013 |   -0.000 |    0.001 |
    |   58 | 321 | 174 | 326 |  0.002 |     0.013 |     0.013 |   -0.000 |   -0.001 |
    |   59 |  83 |  84 | 119 |  0.000 |     7.220 |     7.220 |   -0.000 |   -0.361 |
    |   60 |  92 |  93 | 120 | -0.000 |    -7.204 |     7.204 |    0.000 |    0.360 |
    |   61 | 205 | 210 | 374 |  4.692 |     1.966 |     5.087 |   -0.235 |   -0.098 |
    |   62 | 289 | 322 | 394 |  0.006 |     0.009 |     0.011 |   -0.000 |   -0.000 |
    |   63 | 319 | 292 | 393 |  0.006 |    -0.009 |     0.011 |   -0.000 |    0.000 |
    |   64 | 120 |  93 | 212 |  1.499 |    -6.444 |     6.616 |   -0.075 |    0.322 |
    |   65 | 122 |  29 | 209 |  4.673 |    -0.324 |     4.684 |   -0.234 |    0.016 |
    |   66 |  37 | 121 | 210 |  4.654 |     0.390 |     4.670 |   -0.233 |   -0.019 |
    |   67 | 198 | 193 | 366 |  2.429 |    -3.795 |     4.506 |   -0.121 |    0.190 |
    |   68 |  29 |  30 | 209 |  5.649 |    -0.964 |     5.731 |   -0.282 |    0.048 |
    |   69 |  36 |  37 | 210 |  5.613 |     0.936 |     5.690 |   -0.281 |   -0.047 |
    |   70 |  82 |  83 | 211 | -0.000 |     5.404 |     5.404 |    0.000 |   -0.270 |
    |   71 | 173 | 325 | 388 |  0.004 |    -0.013 |     0.014 |   -0.000 |    0.001 |
    |   72 | 326 | 174 | 387 |  0.004 |     0.013 |     0.014 |   -0.000 |   -0.001 |
    |   73 | 140 |  81 | 213 |  0.896 |     3.431 |     3.546 |   -0.045 |   -0.172 |
    |   74 | 232 | 235 | 236 |  0.507 |     0.436 |     0.669 |   -0.025 |   -0.022 |
    |   75 | 119 | 203 | 365 |  3.000 |     6.885 |     7.510 |   -0.150 |   -0.344 |
    |   76 |  82 | 211 | 213 |  1.267 |     4.688 |     4.856 |   -0.063 |   -0.234 |
    |   77 | 324 | 215 | 364 |  2.646 |     1.898 |     3.256 |   -0.132 |   -0.095 |
    |   78 | 121 |  38 | 214 |  3.436 |     0.280 |     3.447 |   -0.172 |   -0.014 |
    |   79 |  28 | 122 | 219 |  3.396 |    -0.247 |     3.405 |   -0.170 |    0.012 |
    |   80 | 212 | 198 | 366 |  2.161 |    -5.123 |     5.560 |   -0.108 |    0.256 |
    |   81 | 221 | 220 | 234 |  1.013 |     0.788 |     1.284 |   -0.051 |   -0.039 |
    |   82 | 220 | 157 | 234 |  1.015 |     0.419 |     1.098 |   -0.051 |   -0.021 |
    |   83 | 235 | 234 | 236 |  0.741 |     0.574 |     0.937 |   -0.037 |   -0.029 |
    |   84 |  37 |  38 | 121 |  4.135 |     0.716 |     4.196 |   -0.207 |   -0.036 |
    |   85 |  28 |  29 | 122 |  4.133 |    -0.698 |     4.191 |   -0.207 |    0.035 |
    |   86 | 382 | 119 | 389 |  2.017 |     8.714 |     8.944 |   -0.101 |   -0.436 |
    |   87 | 244 | 250 | 251 |  0.041 |     0.035 |     0.054 |   -0.002 |   -0.002 |
    |   88 | 276 | 262 | 279 |  0.144 |    -0.123 |     0.190 |   -0.007 |    0.006 |
    |   89 | 145 | 243 | 251 |  0.043 |     0.018 |     0.047 |   -0.002 |   -0.001 |
    |   90 | 243 | 244 | 251 |  0.043 |     0.034 |     0.055 |   -0.002 |   -0.002 |
    |   91 | 221 | 234 | 235 |  0.697 |     0.600 |     0.919 |   -0.035 |   -0.030 |
    |   92 | 278 | 282 | 283 |  0.519 |    -0.425 |     0.671 |   -0.026 |    0.021 |
    |   93 | 214 | 155 | 215 |  2.495 |     1.118 |     2.734 |   -0.125 |   -0.056 |
    |   94 | 231 | 232 | 236 |  0.539 |     0.416 |     0.681 |   -0.027 |   -0.021 |
    |   95 | 156 |  27 | 219 |  2.480 |    -0.199 |     2.488 |   -0.124 |    0.010 |
    |   96 |  39 | 155 | 214 |  2.519 |     0.224 |     2.529 |   -0.126 |   -0.011 |
    |   97 | 283 | 347 | 356 |  0.712 |    -0.828 |     1.092 |   -0.036 |    0.041 |
    |   98 | 153 | 231 | 236 |  0.541 |     0.223 |     0.585 |   -0.027 |   -0.011 |
    |   99 | 262 | 261 | 279 |  0.153 |    -0.118 |     0.193 |   -0.008 |    0.006 |
    |  100 |  27 |  28 | 219 |  3.035 |    -0.508 |     3.078 |   -0.152 |    0.025 |
    |  101 |  38 |  39 | 214 |  3.025 |     0.525 |     3.070 |   -0.151 |   -0.026 |
    |  102 | 157 | 220 | 316 |  1.333 |     0.604 |     1.463 |   -0.067 |   -0.030 |
    |  103 | 253 | 230 | 254 |  0.144 |     0.123 |     0.189 |   -0.007 |   -0.006 |
    |  104 | 278 | 277 | 282 |  0.538 |    -0.414 |     0.679 |   -0.027 |    0.021 |
    |  105 | 261 | 150 | 279 |  0.153 |    -0.064 |     0.166 |   -0.008 |    0.003 |
    |  106 | 260 | 285 | 286 |  0.041 |    -0.036 |     0.054 |   -0.002 |    0.002 |
    |  107 | 277 | 154 | 282 |  0.541 |    -0.222 |     0.585 |   -0.027 |    0.011 |
    |  108 | 141 | 269 | 292 |  0.010 |    -0.006 |     0.011 |   -0.000 |    0.000 |
    |  109 |  81 |  82 | 213 |  0.000 |     3.974 |     3.974 |    0.000 |   -0.199 |
    |  110 | 269 | 270 | 292 |  0.010 |    -0.011 |     0.015 |   -0.001 |    0.001 |
    |  111 | 231 | 153 | 293 |  0.519 |     0.236 |     0.570 |   -0.026 |   -0.012 |
    |  112 | 150 | 261 | 294 |  0.147 |    -0.067 |     0.162 |   -0.007 |    0.003 |
    |  113 | 243 | 145 | 295 |  0.041 |     0.020 |     0.045 |   -0.002 |   -0.001 |
    |  114 |  41 | 157 | 316 |  1.333 |     0.125 |     1.339 |   -0.067 |   -0.006 |
    |  115 | 269 | 141 | 296 |  0.014 |    -0.009 |     0.016 |   -0.001 |    0.000 |
    |  116 | 226 | 225 | 254 |  0.210 |     0.087 |     0.227 |   -0.010 |   -0.004 |
    |  117 | 154 | 277 | 297 |  0.519 |    -0.235 |     0.570 |   -0.026 |    0.012 |
    |  118 | 145 | 251 | 298 |  0.057 |     0.026 |     0.063 |   -0.003 |   -0.001 |
    |  119 | 255 | 256 | 286 |  0.059 |    -0.025 |     0.064 |   -0.003 |    0.001 |
    |  120 | 230 | 226 | 254 |  0.210 |     0.161 |     0.265 |   -0.011 |   -0.008 |
    |  121 |  80 | 140 | 222 |  0.663 |     2.508 |     2.594 |   -0.033 |   -0.125 |
    |  122 |  93 |  94 | 212 | -0.000 |    -5.221 |     5.221 |    0.000 |    0.261 |
    |  123 |  56 |  57 | 290 |  0.007 |     0.003 |     0.007 |   -0.000 |   -0.000 |
    |  124 | 256 | 260 | 286 |  0.059 |    -0.046 |     0.075 |   -0.003 |    0.002 |
    |  125 | 280 | 281 | 282 |  0.744 |    -0.299 |     0.802 |   -0.037 |    0.015 |
    |  126 | 282 | 281 | 283 |  0.737 |    -0.564 |     0.928 |   -0.037 |    0.028 |
    |  127 |  95 |  96 | 139 |  0.000 |    -2.930 |     2.930 |    0.000 |    0.146 |
    |  128 |  80 |  81 | 140 |  0.000 |     2.924 |     2.924 |    0.000 |   -0.146 |
    |  129 | 157 | 233 | 234 |  0.974 |     0.443 |     1.069 |   -0.049 |   -0.022 |
    |  130 | 252 | 253 | 254 |  0.153 |     0.117 |     0.193 |   -0.008 |   -0.006 |
    |  131 | 272 | 276 | 279 |  0.210 |    -0.161 |     0.265 |   -0.011 |    0.008 |
    |  132 | 246 | 249 | 252 |  0.112 |     0.086 |     0.141 |   -0.006 |   -0.004 |
    |  133 | 154 | 280 | 282 |  0.710 |    -0.320 |     0.778 |   -0.035 |    0.016 |
    |  134 | 285 | 284 | 286 |  0.043 |    -0.034 |     0.055 |   -0.002 |    0.002 |
    |  135 | 267 | 264 | 284 |  0.031 |    -0.025 |     0.040 |   -0.002 |    0.001 |
    |  136 | 158 |  25 | 224 |  1.325 |    -0.117 |     1.331 |   -0.066 |    0.006 |
    |  137 | 215 | 216 | 217 |  1.886 |     1.428 |     2.366 |   -0.094 |   -0.071 |
    |  138 | 151 | 225 | 226 |  0.277 |     0.126 |     0.304 |   -0.014 |   -0.006 |
    |  139 | 144 | 237 | 238 |  0.021 |     0.011 |     0.023 |   -0.001 |   -0.001 |
    |  140 | 255 | 148 | 256 |  0.078 |    -0.036 |     0.086 |   -0.004 |    0.002 |
    |  141 | 143 | 263 | 264 |  0.029 |    -0.015 |     0.033 |   -0.001 |    0.001 |
    |  142 | 252 | 249 | 253 |  0.105 |     0.090 |     0.139 |   -0.005 |   -0.005 |
    |  143 | 280 | 158 | 281 |  0.967 |    -0.431 |     1.059 |   -0.048 |    0.022 |
    |  144 | 264 | 263 | 284 |  0.031 |    -0.014 |     0.034 |   -0.002 |    0.001 |
    |  145 | 271 | 272 | 279 |  0.210 |    -0.087 |     0.227 |   -0.010 |    0.004 |
    |  146 | 245 | 246 | 252 |  0.112 |     0.047 |     0.121 |   -0.006 |   -0.002 |
    |  147 |  51 | 145 | 298 |  0.057 |     0.006 |     0.057 |   -0.003 |   -0.000 |
    |  148 |  22 | 154 | 297 |  0.519 |    -0.049 |     0.521 |   -0.026 |    0.002 |
    |  149 | 242 | 238 | 287 |  0.015 |     0.015 |     0.021 |   -0.001 |   -0.001 |
    |  150 | 238 | 237 | 287 |  0.015 |     0.008 |     0.017 |   -0.001 |   -0.000 |
